item,itemLabel,startDate,endDate,psid
Q106250968,Adrianne Todman,2021-06-14,,Q106250968-22e7593a-4162-947d-0615-69b073ef9279
Q108581194,Helen Kanovsky,2014-01,2014-12-02,Q108581194-7B9F1DD1-B289-429F-8FBE-28E6BE81F46B
Q11673,Andrew Cuomo,1994,1997-01-29,Q11673-16572A7D-541C-4544-BE74-F16FBFDF73C2
Q23418884,Nani A. Coloretti,2014-12-02,2017-01-20,Q23418884-5DF47484-EB28-40B5-90E0-6BFDA8E8C5E4
Q27881250,Pam Patenaude,2017-09-27,2019-01-17,Q27881250-5edf468a-498e-df24-2ebe-cd8f5588be3a
Q28059475,Maurice Jones,2012-04-18,2014-01,Q28059475-5A248F4D-F3EC-4FA6-9388-228A946716EB
Q324505,Alphonso Jackson,2001-05-24,2004-08-31,Q324505-C08B7CBC-AAC0-44EF-852B-ACCEE74A463F
Q3445744,Roy Bernardi,2004-11-21,2009-01-20,Q3445744-9D8548F5-2EC9-4975-A2AE-854ACEE43A5B
Q4722185,Alfred A. DelliBovi,1989,1992,Q4722185-167EADEE-613D-49B4-A4EC-29AC359CB416
Q4963500,Brian D. Montgomery,2019-01-17,2020-05-12,Q4963500-cb8a3887-4ff1-27a7-8d11-1ee3f80390a9
Q4963500,Brian D. Montgomery,2020-05-12,2021-01-20,Q4963500-f57c0e6b-478e-7269-e296-fea5986522b6
Q7364392,Ron Sims,2009-05-08,2011-07,Q7364392-EB7A8932-1701-4A03-8310-76D63AAEF793
Q7427329,"Saul N. Ramirez, Jr.",1998,2001-01-20,Q7427329-E56C846F-2E1A-4BEC-A89F-1396BC8FC797
Q889831,Frank Keating,1992,1993,Q889831-2FAF5E97-766C-411A-A23C-50D05693560F
Q94659475,Terrence Roger Duvernay,1993,1994,Q94659475-78c69486-4bb2-db7b-2768-e7b6666cb6ea
