item,itemLabel,startDate,endDate,psid
Q1349310,William McChesney Martin,1951-04-02,1970-02-01,Q1349310-B57A978E-9EB4-4297-84EB-CB8BD9A2C94E
Q1902537,Marriner Stoddard Eccles,1934-11-15,1948-01-31,Q1902537-716fb308-91dd-48d3-bfcd-4c56234ab72a
Q193635,Alan Greenspan,1987-08-11,2006-01-31,Q193635-58fd567c-4f78-8eab-b677-ad71ffdb8f12
Q201795,Ben Bernanke,2006-02-01,2014-02-03,Q201795-67eaf5a7-484a-149b-84d4-cc346a579c24
Q263725,Janet Yellen,2014-02-03,2018-02-03,Q263725-57b41b3e-431e-4302-6671-e8a9d4d991ce
Q349785,Paul Volcker,1979-08-06,1987-08-11,Q349785-69197648-F8A2-4B72-A410-AB20938CE48E
Q5218575,Daniel Richard Crissinger,1923-05-01,1927-09-15,Q5218575-129F735D-EBA4-48E7-BBBB-4D94B73D39FC
Q6182718,Jerome Powell,2018-02-05,,Q6182718-1ea006b7-4bd4-591d-8e3b-39370c3726ee
Q7372504,Roy A. Young,1927-10-04,1930-08-31,Q7372504-E94E079D-0AB6-40D0-A680-4AB74BDBE1BB
Q74283,Eugene Meyer,1930,1933,Q74283-ff5e2719-0670-4dc8-b5e6-cdd444e09965
Q7787263,Thomas B. McCabe,1948-04-15,1951-03-31,Q7787263-4B6FB81B-16F3-412D-9818-CA382F97AFE4
Q939880,G. William Miller,1978-03-08,1979-08-06,Q939880-92E22A07-6E6D-4C39-93DF-BC1396158007
